,economy,regionwb,pop_scaled_wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,fin14_1,fin16,fin17a,fin17b,fin22a,fin22b,fin24,fin33,receive_wages,pay_utilities,remittances,mobileowner,internetaccess,merchantpay_dig,receive_welfare_payments,internet_fin_transc
37294,Gabon,2,351.4665891073458,2,28.0,2,5,1.0,,1,1,2,2,1.0,2,1,7,2.0,1,4,1.0,1,1,1.0,2,1
37296,Gabon,2,388.1516242925016,1,21.0,2,5,1.0,,1,2,2,2,1.0,2,1,3,2.0,2,4,1.0,1,1,0.0,2,2
37297,Gabon,2,2519.566430006227,2,30.0,1,2,1.0,,0,1,2,2,2.0,2,1,2,2.0,2,1,1.0,1,2,0.0,2,1
37299,Gabon,2,6464.2718376115845,1,21.0,2,1,2.0,,1,1,2,2,2.0,2,2,2,2.0,2,1,1.0,1,1,1.0,2,2
37300,Gabon,2,505.6898699340304,2,28.0,2,5,1.0,,1,2,2,2,2.0,2,2,5,2.0,2,4,4.0,1,1,0.0,2,2
37301,Gabon,2,210.08883472237696,2,37.0,2,4,1.0,,1,2,1,2,2.0,1,2,4,1.0,1,1,1.0,1,1,0.0,2,1
37303,Gabon,2,210.08883472237696,2,32.0,2,5,1.0,,1,2,1,1,2.0,1,2,3,2.0,1,1,3.0,1,2,0.0,1,2
37304,Gabon,2,1393.632805081882,1,31.0,2,3,1.0,,1,2,2,2,1.0,2,1,2,2.0,2,1,1.0,1,1,0.0,2,1
37305,Gabon,2,3397.7285216793484,1,20.0,2,4,2.0,,1,2,2,2,2.0,2,2,2,2.0,1,4,5.0,1,1,0.0,2,2
37307,Gabon,2,210.08883472237696,1,32.0,3,1,1.0,,1,2,2,1,1.0,2,1,2,2.0,2,1,1.0,1,1,0.0,2,1
37308,Gabon,2,210.08883472237696,2,41.0,2,4,1.0,,1,2,2,1,2.0,2,2,3,1.0,1,1,1.0,1,1,1.0,2,1
37311,Gabon,2,271.229917589347,2,36.0,3,4,1.0,,1,2,2,2,2.0,2,1,2,2.0,1,1,1.0,1,1,0.0,2,1
37313,Gabon,2,1362.4545524552327,1,30.0,2,4,1.0,,1,2,1,2,1.0,2,1,4,2.0,2,1,1.0,1,1,0.0,2,1
37315,Gabon,2,210.08883472237696,1,33.0,2,1,1.0,,0,2,2,2,1.0,2,1,2,2.0,3,4,5.0,1,2,0.0,2,2
37316,Gabon,2,210.08883472237696,1,27.0,2,5,1.0,,1,2,2,2,1.0,2,1,2,2.0,2,1,1.0,1,1,0.0,2,1
37318,Gabon,2,210.08883472237696,1,33.0,2,5,1.0,,1,2,2,2,1.0,2,2,3,2.0,2,4,1.0,1,1,0.0,2,1
37319,Gabon,2,420.7320636467263,2,39.0,2,5,1.0,,1,2,1,1,1.0,2,2,3,2.0,1,2,1.0,1,1,0.0,2,2
37322,Gabon,2,2501.5162251559955,2,35.0,2,5,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,4,1.0,1,1,0.0,2,1
37323,Gabon,2,271.229917589347,2,35.0,3,5,1.0,,1,2,2,1,2.0,2,1,1,2.0,1,1,2.0,1,1,0.0,2,1
37324,Gabon,2,412.06985847216424,1,30.0,2,5,2.0,,1,2,2,1,1.0,2,2,1,2.0,1,1,1.0,1,1,1.0,2,1
37325,Gabon,2,2366.3553863977245,2,20.0,2,2,1.0,,0,2,1,2,1.0,2,1,2,2.0,2,4,2.0,1,1,0.0,2,2
37329,Gabon,2,2702.7703570989997,2,44.0,1,2,1.0,,1,2,1,2,1.0,2,1,2,2.0,1,1,2.0,1,2,0.0,2,1
37330,Gabon,2,488.03921198895904,2,45.0,3,5,1.0,,1,2,1,1,2.0,1,1,6,1.0,1,1,1.0,1,2,0.0,2,1
37333,Gabon,2,274.7132389814424,1,26.0,2,1,1.0,,1,2,2,2,2.0,2,2,2,2.0,2,1,1.0,1,1,0.0,2,1
37337,Gabon,2,1117.3481347082327,1,45.0,3,5,1.0,,1,1,1,1,1.0,1,1,2,1.0,1,1,1.0,1,1,1.0,1,1
37338,Gabon,2,776.3032485850032,1,20.0,2,5,1.0,,1,2,2,2,2.0,2,2,2,2.0,2,4,1.0,1,1,0.0,2,1
37341,Gabon,2,777.3180196959003,2,31.0,2,3,1.0,,1,2,2,2,2.0,2,2,4,1.0,1,1,2.0,1,1,0.0,2,2
37343,Gabon,2,787.4294083348726,1,42.0,1,4,1.0,,1,2,2,2,1.0,2,1,4,2.0,2,1,1.0,1,1,0.0,2,1
37345,Gabon,2,2213.306330137077,2,34.0,1,5,2.0,,1,2,2,2,1.0,2,1,2,2.0,2,1,1.0,1,1,0.0,2,1
37346,Gabon,2,990.6534962450235,1,33.0,2,2,1.0,,1,1,2,2,2.0,2,1,2,2.0,1,4,1.0,1,1,1.0,2,1
37347,Gabon,2,210.08883472237696,2,42.0,2,4,1.0,,1,1,1,2,2.0,2,1,4,2.0,1,1,1.0,1,1,1.0,2,1
37348,Gabon,2,3874.4329091198015,1,30.0,2,4,1.0,,1,2,2,2,1.0,2,1,2,2.0,2,1,1.0,1,2,0.0,2,1
37352,Gabon,2,1387.7694016071148,2,22.0,2,2,1.0,,1,2,2,2,2.0,2,2,5,2.0,2,4,1.0,1,1,0.0,2,1
37353,Gabon,2,428.58679161872,2,35.0,3,5,1.0,,1,2,2,1,1.0,2,2,1,2.0,2,4,1.0,1,1,0.0,2,2
37355,Gabon,2,210.08883472237696,2,37.0,3,4,1.0,,1,2,1,1,1.0,2,2,2,2.0,2,1,1.0,1,1,0.0,2,1
37358,Gabon,2,210.08883472237696,1,28.0,2,3,1.0,,1,2,2,2,2.0,2,2,2,2.0,2,1,1.0,1,1,0.0,2,1
37359,Gabon,2,1727.1745783178944,2,56.0,3,5,1.0,,1,2,2,2,1.0,2,2,3,1.0,1,1,1.0,1,1,0.0,2,1
37360,Gabon,2,833.8387417186633,2,41.0,2,4,1.0,,1,2,2,2,2.0,2,2,5,1.0,1,4,5.0,1,2,0.0,2,2
37362,Gabon,2,908.3030349701547,1,32.0,1,4,1.0,,1,2,2,2,2.0,2,2,1,1.0,1,1,1.0,1,1,0.0,2,1
37366,Gabon,2,679.4674616152413,1,39.0,1,2,2.0,,1,2,2,2,1.0,2,2,2,2.0,2,4,1.0,2,2,0.0,2,1
37367,Gabon,2,252.84493496701452,2,33.0,2,5,1.0,,1,1,1,1,1.0,2,1,1,2.0,1,1,1.0,1,1,1.0,2,1
37368,Gabon,2,1040.6267994868747,1,42.0,2,4,1.0,,1,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,2,0.0,2,1
37377,Gabon,2,701.118465884345,2,48.0,3,5,1.0,,1,2,2,2,2.0,2,2,3,2.0,1,1,1.0,1,1,1.0,2,2
37378,Gabon,2,1139.8918755123013,2,34.0,2,3,1.0,,1,1,1,2,1.0,2,2,2,2.0,2,2,1.0,1,1,1.0,2,1
37381,Gabon,2,2038.4023848457268,1,37.0,2,4,1.0,,1,1,2,1,1.0,2,1,6,1.0,1,1,1.0,1,1,1.0,2,1
37382,Gabon,2,870.636038492324,2,42.0,1,3,1.0,,1,2,2,2,1.0,2,1,4,2.0,2,1,1.0,1,1,0.0,2,1
37383,Gabon,2,302.21263973500396,1,30.0,3,5,1.0,,1,1,2,1,2.0,2,1,2,2.0,2,4,5.0,1,1,1.0,2,2
37384,Gabon,2,1892.924931746727,1,18.0,2,3,2.0,,1,2,1,2,2.0,2,1,2,2.0,1,4,2.0,1,1,0.0,2,1
37387,Gabon,2,210.08883472237696,2,26.0,3,4,1.0,,1,2,2,2,1.0,2,1,2,2.0,2,2,1.0,1,1,0.0,2,1
37388,Gabon,2,210.08883472237696,2,28.0,2,2,1.0,,1,2,2,2,1.0,2,1,3,2.0,2,4,1.0,1,1,0.0,2,1
37390,Gabon,2,1627.0620270468478,1,20.0,2,5,2.0,,1,2,2,2,2.0,2,2,1,2.0,2,4,2.0,1,2,0.0,2,2
37391,Gabon,2,1174.006654888894,2,26.0,2,5,1.0,,1,2,1,2,2.0,2,2,1,2.0,2,4,1.0,1,1,0.0,2,1
37396,Gabon,2,604.4252794700066,1,33.0,2,5,1.0,,1,2,2,2,2.0,2,2,1,2.0,1,1,5.0,1,1,0.0,2,1
37398,Gabon,2,2501.5162251559955,2,38.0,1,3,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,1,5.0,1,1,0.0,2,1
37400,Gabon,2,302.21263973500396,1,28.0,2,4,1.0,,1,2,2,2,2.0,2,1,2,2.0,1,1,1.0,1,1,0.0,2,1
37401,Gabon,2,252.84493496701452,2,33.0,2,5,1.0,,1,1,2,1,2.0,2,1,3,2.0,1,4,1.0,1,1,1.0,2,1
37403,Gabon,2,641.6873311155163,1,28.0,2,4,1.0,,1,1,2,2,1.0,2,1,5,1.0,1,4,1.0,1,1,1.0,2,1
37404,Gabon,2,210.08883472237696,2,34.0,2,4,1.0,,1,1,1,1,2.0,2,1,1,2.0,1,1,1.0,1,1,1.0,2,1
37406,Gabon,2,252.84493496701452,2,25.0,2,3,1.0,,1,2,2,2,1.0,2,1,1,2.0,2,4,1.0,1,1,1.0,2,1
37407,Gabon,2,271.229917589347,2,37.0,3,5,1.0,,1,1,2,1,2.0,1,1,1,1.0,1,1,2.0,1,1,1.0,2,1
37412,Gabon,2,210.08883472237696,2,40.0,2,5,1.0,,1,2,1,1,1.0,2,1,3,1.0,1,1,1.0,1,1,0.0,2,1
37413,Gabon,2,547.7066776304858,2,31.0,2,5,1.0,,1,2,2,1,2.0,2,2,1,1.0,1,4,4.0,1,1,0.0,2,1
37414,Gabon,2,3255.4250885867855,2,53.0,1,2,1.0,,0,2,2,2,2.0,2,2,3,2.0,2,2,5.0,1,1,0.0,2,2
37416,Gabon,2,2237.784466698644,1,38.0,1,4,1.0,,1,2,2,1,2.0,2,2,1,2.0,2,4,2.0,1,1,0.0,2,1
37417,Gabon,2,2690.956766464364,2,34.0,1,2,1.0,,1,2,2,2,1.0,2,1,4,2.0,2,1,2.0,1,1,0.0,2,1
37419,Gabon,2,582.437815793982,1,45.0,2,5,1.0,,1,1,2,2,2.0,1,2,6,1.0,1,1,1.0,1,1,1.0,2,1
37421,Gabon,2,273.09777138528364,2,38.0,2,4,1.0,,1,2,1,1,2.0,1,1,3,2.0,1,1,1.0,1,1,1.0,2,1
37422,Gabon,2,608.5877187121561,1,33.0,2,5,1.0,,1,1,1,1,1.0,2,2,1,2.0,1,4,1.0,1,1,1.0,2,1
37425,Gabon,2,1262.8558391494703,2,27.0,1,5,1.0,,1,2,1,2,2.0,2,1,6,2.0,1,1,1.0,1,1,0.0,2,2
37429,Gabon,2,210.08883472237696,2,27.0,2,4,1.0,,1,2,2,1,2.0,2,2,3,2.0,1,1,5.0,1,1,0.0,2,1
37430,Gabon,2,210.08883472237696,2,28.0,3,5,1.0,,1,1,1,2,2.0,2,2,1,2.0,1,1,1.0,1,1,1.0,2,1
37431,Gabon,2,4666.373963479733,1,23.0,1,1,1.0,,1,2,2,2,1.0,2,1,2,2.0,2,4,1.0,1,1,0.0,2,1
37435,Gabon,2,271.229917589347,2,37.0,3,5,1.0,,1,2,2,2,1.0,2,2,1,1.0,1,1,1.0,1,1,0.0,2,1
37441,Gabon,2,210.08883472237696,2,28.0,2,4,1.0,,1,2,2,2,1.0,2,1,2,1.0,1,1,1.0,1,1,0.0,2,1
37443,Gabon,2,1900.231814446297,1,25.0,2,4,1.0,,1,2,2,2,1.0,2,1,2,2.0,2,1,1.0,1,1,0.0,2,1
37447,Gabon,2,923.5604762071428,2,40.0,1,2,2.0,,1,2,1,1,1.0,1,2,3,2.0,1,1,1.0,1,1,0.0,2,1
37449,Gabon,2,221.80092816714395,1,20.0,3,4,1.0,,1,1,2,2,2.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
37451,Gabon,2,701.118465884345,2,,2,4,1.0,,1,2,1,2,2.0,2,1,3,2.0,1,2,5.0,1,1,0.0,2,1
37453,Gabon,2,666.2725883107714,2,32.0,2,2,1.0,,1,1,2,1,1.0,2,1,2,2.0,3,4,1.0,1,1,1.0,2,1
37455,Gabon,2,970.0884889560086,2,41.0,1,3,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,4,5.0,1,2,0.0,2,2
37458,Gabon,2,1165.977029543851,2,26.0,2,5,1.0,,0,2,2,2,2.0,2,2,3,2.0,2,4,3.0,1,1,0.0,2,2
37460,Gabon,2,271.229917589347,2,44.0,2,5,1.0,,1,2,2,2,2.0,2,1,1,1.0,3,4,1.0,1,1,0.0,2,1
37462,Gabon,2,1320.8713283266982,1,28.0,2,2,1.0,,1,2,2,1,2.0,2,1,3,2.0,1,2,1.0,1,1,0.0,2,2
37465,Gabon,2,252.84493496701452,2,29.0,2,5,1.0,,1,1,1,2,1.0,2,2,3,1.0,1,2,1.0,1,1,1.0,2,1
37466,Gabon,2,2947.8145516661343,2,38.0,1,5,1.0,,1,2,1,2,1.0,2,1,5,2.0,1,4,2.0,1,2,0.0,2,1
37467,Gabon,2,862.529771015386,1,34.0,2,2,1.0,,1,2,2,2,1.0,2,1,3,2.0,2,2,1.0,1,1,0.0,2,2
37469,Gabon,2,412.06985847216424,1,25.0,2,5,2.0,,1,2,2,2,1.0,2,1,3,2.0,1,1,1.0,1,1,0.0,2,1
37472,Gabon,2,654.6458242036425,1,27.0,3,1,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,1,2.0,1,1,0.0,2,2
37473,Gabon,2,210.08883472237696,1,36.0,2,4,1.0,,1,2,1,2,1.0,2,2,3,2.0,2,1,1.0,1,1,0.0,2,1
37475,Gabon,2,271.229917589347,2,36.0,2,5,1.0,,1,1,2,1,1.0,1,1,4,1.0,1,1,1.0,1,1,1.0,2,1
37476,Gabon,2,210.08883472237696,2,29.0,2,3,1.0,,1,2,2,2,2.0,2,2,2,2.0,2,1,1.0,1,1,0.0,2,1
37477,Gabon,2,908.3030349701547,1,26.0,2,3,1.0,,1,2,2,2,2.0,1,1,4,2.0,2,4,5.0,1,2,0.0,2,2
37478,Gabon,2,1796.5589998694966,2,39.0,2,2,1.0,,1,1,2,2,1.0,2,1,2,2.0,2,1,1.0,1,1,1.0,2,1
37480,Gabon,2,210.08883472237696,2,42.0,3,5,1.0,,1,2,2,1,1.0,2,1,1,1.0,1,1,1.0,1,1,0.0,2,1
37481,Gabon,2,210.08883472237696,2,25.0,2,5,1.0,,1,1,1,1,2.0,2,2,3,2.0,2,4,1.0,1,1,1.0,2,1
37483,Gabon,2,955.9818122184242,2,53.0,2,5,2.0,,1,1,2,2,1.0,2,1,2,1.0,1,1,1.0,1,1,1.0,2,1
37484,Gabon,2,1159.4972351816443,1,35.0,2,3,1.0,,0,2,2,2,2.0,2,2,1,2.0,2,4,5.0,1,2,0.0,2,2
37488,Gabon,2,542.4598351786926,2,39.0,3,5,1.0,,1,2,1,2,2.0,2,2,3,2.0,2,4,5.0,1,1,0.0,2,2
37489,Gabon,2,1165.977029543851,2,34.0,1,3,1.0,,1,2,2,2,2.0,2,1,3,2.0,2,1,5.0,1,1,0.0,2,1
37490,Gabon,2,210.08883472237696,1,40.0,2,5,1.0,,1,2,2,1,1.0,2,1,4,1.0,1,1,1.0,1,1,0.0,2,2
37491,Gabon,2,708.4575800874123,1,37.0,2,3,1.0,,1,2,2,2,1.0,2,1,4,2.0,2,1,1.0,1,1,0.0,2,1
37494,Gabon,2,6464.2718376115845,1,19.0,1,3,2.0,,1,2,2,2,2.0,2,2,2,2.0,1,4,3.0,1,1,0.0,2,2
37497,Gabon,2,252.84493496701452,2,30.0,3,5,1.0,,1,2,2,1,2.0,2,1,3,2.0,1,1,1.0,1,1,0.0,2,1
37499,Gabon,2,210.08883472237696,2,40.0,2,3,1.0,,1,2,1,1,1.0,2,1,2,2.0,1,1,1.0,1,1,0.0,2,1
37501,Gabon,2,210.08883472237696,1,28.0,2,3,1.0,,1,2,2,2,2.0,2,2,3,2.0,2,1,1.0,1,1,1.0,2,1
37503,Gabon,2,234.3962434268472,1,30.0,3,5,1.0,,1,1,1,2,2.0,2,1,3,2.0,2,1,1.0,1,1,1.0,2,1
37504,Gabon,2,1783.3714978326361,2,20.0,2,5,1.0,,1,2,1,2,1.0,2,1,1,2.0,1,1,1.0,1,1,0.0,2,1
37506,Gabon,2,210.08883472237696,2,28.0,2,5,1.0,,1,1,2,2,2.0,2,2,2,2.0,1,4,1.0,1,1,1.0,2,1
37507,Gabon,2,641.6873311155163,2,43.0,2,2,1.0,,1,1,1,1,2.0,2,2,1,2.0,1,4,1.0,1,1,1.0,2,1
37510,Gabon,2,1285.5095413782067,1,20.0,2,3,2.0,,1,2,2,2,2.0,2,2,3,2.0,2,4,5.0,1,2,0.0,2,2
37511,Gabon,2,369.8246170393823,2,39.0,2,4,2.0,,1,2,2,2,2.0,2,2,2,1.0,1,4,1.0,1,1,0.0,2,1
37516,Gabon,2,210.08883472237696,2,42.0,3,5,1.0,,1,2,2,2,1.0,2,2,3,2.0,1,1,1.0,1,1,0.0,2,2
37521,Gabon,2,976.0784239779167,2,48.0,3,4,1.0,,1,2,2,2,2.0,2,2,2,1.0,1,1,5.0,1,1,0.0,2,2
37522,Gabon,2,828.8260843509229,2,29.0,2,5,1.0,,0,2,2,2,1.0,2,1,1,2.0,2,4,5.0,2,2,0.0,2,1
37527,Gabon,2,369.8246170393823,2,38.0,3,5,1.0,,1,1,2,2,2.0,2,1,3,1.0,1,1,1.0,1,1,1.0,2,1
37534,Gabon,2,1062.6863701311192,1,35.0,2,5,1.0,,0,2,2,2,2.0,2,2,5,1.0,2,4,5.0,1,1,0.0,2,2
37536,Gabon,2,210.08883472237696,2,35.0,3,4,1.0,,1,2,2,2,2.0,2,2,1,2.0,1,1,1.0,1,1,0.0,2,1
37537,Gabon,2,4732.710772795435,2,23.0,2,5,1.0,,1,2,2,2,2.0,2,2,3,2.0,1,2,1.0,1,1,0.0,2,1
37538,Gabon,2,604.4252794700066,1,26.0,2,4,1.0,,1,1,2,2,1.0,2,1,3,2.0,3,1,5.0,2,2,1.0,2,1
37539,Gabon,2,5676.711021223436,2,21.0,2,3,1.0,,1,2,2,2,2.0,2,2,2,2.0,1,1,5.0,1,1,0.0,2,1
37543,Gabon,2,641.6873311155163,2,28.0,2,3,1.0,,1,2,2,1,2.0,2,1,2,2.0,2,1,1.0,1,2,0.0,2,1
37544,Gabon,2,2333.613612171655,2,18.0,2,5,2.0,,1,2,2,2,2.0,2,1,2,2.0,2,4,1.0,1,1,0.0,2,1
37545,Gabon,2,324.18727067037,1,39.0,2,5,1.0,,1,1,2,1,2.0,1,2,1,1.0,1,1,5.0,1,1,1.0,2,1
37546,Gabon,2,399.53556900248503,2,30.0,2,4,1.0,,1,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,1,0.0,2,1
37548,Gabon,2,2366.3553863977245,2,20.0,2,3,1.0,,1,2,1,2,2.0,2,1,2,2.0,1,4,1.0,1,1,0.0,2,1
37549,Gabon,2,1003.5083709756283,1,39.0,2,3,1.0,,0,2,2,2,1.0,2,2,1,2.0,2,2,5.0,1,1,0.0,2,2
37552,Gabon,2,2501.5162251559955,2,42.0,2,1,1.0,,1,1,2,2,1.0,2,1,3,2.0,1,4,1.0,1,2,1.0,2,1
37558,Gabon,2,542.4598351786926,2,35.0,3,5,1.0,,1,1,1,1,2.0,2,2,3,2.0,1,4,5.0,1,1,1.0,2,1
37561,Gabon,2,6464.2718376115845,2,46.0,2,5,1.0,,1,2,1,1,1.0,2,1,1,2.0,2,3,1.0,1,1,0.0,2,2
37563,Gabon,2,505.6898699340304,2,29.0,2,1,1.0,,1,2,2,2,2.0,2,1,2,2.0,1,4,5.0,1,1,0.0,2,1
37569,Gabon,2,1165.977029543851,2,26.0,2,4,1.0,,1,1,1,2,1.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
37578,Gabon,2,210.08883472237696,2,40.0,2,2,1.0,,1,2,1,2,1.0,2,1,1,1.0,1,4,1.0,1,1,0.0,2,1
37579,Gabon,2,273.09777138528364,2,36.0,2,4,1.0,,1,2,2,2,2.0,1,2,1,1.0,1,2,1.0,1,1,0.0,2,1
37581,Gabon,2,1222.7762422699923,2,43.0,2,3,1.0,,0,2,2,2,2.0,2,1,2,2.0,2,2,1.0,1,1,0.0,2,2
37582,Gabon,2,1298.9817009326307,2,24.0,2,5,1.0,,1,1,1,2,1.0,2,2,3,2.0,1,4,5.0,1,1,1.0,2,1
37586,Gabon,2,210.08883472237696,1,40.0,3,5,1.0,,1,1,2,2,1.0,2,1,3,2.0,1,1,1.0,1,1,1.0,2,1
39587,Ghana,2,6005.43322477047,2,34.0,3,5,1.0,2.0,1,2,1,1,2.0,2,2,1,1.0,1,2,1.0,1,1,0.0,2,1
39588,Ghana,2,17935.57702683549,2,52.0,2,3,1.0,1.0,1,2,2,2,2.0,2,1,2,2.0,1,2,1.0,1,2,0.0,2,1
39595,Ghana,2,10549.600042257955,2,36.0,1,1,1.0,1.0,0,2,2,2,2.0,1,2,3,2.0,2,2,1.0,1,2,0.0,2,2
39598,Ghana,2,18143.55922691221,1,22.0,2,2,2.0,2.0,1,1,2,1,2.0,2,2,2,2.0,1,2,1.0,1,1,1.0,2,1
39602,Ghana,2,7275.6887509508415,1,30.0,2,3,1.0,2.0,1,2,2,2,1.0,2,1,4,2.0,2,2,1.0,1,2,0.0,2,2
39603,Ghana,2,8473.495850775565,2,36.0,2,3,1.0,2.0,1,2,2,2,2.0,2,2,3,2.0,2,4,1.0,1,1,0.0,2,1
39605,Ghana,2,18084.447610192034,2,43.0,3,5,1.0,2.0,1,1,2,1,1.0,2,1,1,1.0,1,1,1.0,1,1,1.0,2,1
39613,Ghana,2,28123.572429313353,2,18.0,2,4,1.0,2.0,1,1,2,1,2.0,2,1,1,2.0,1,2,1.0,1,1,1.0,2,1
39616,Ghana,2,11060.203628644818,2,25.0,2,3,1.0,1.0,1,2,2,2,2.0,2,2,2,2.0,2,4,5.0,1,2,0.0,2,2
39624,Ghana,2,15540.364186034372,1,32.0,2,3,1.0,1.0,0,2,1,2,2.0,2,2,2,2.0,2,2,1.0,1,2,0.0,2,1
39625,Ghana,2,58314.04426582187,1,48.0,1,4,1.0,1.0,1,2,1,2,2.0,2,1,3,2.0,2,2,2.0,1,1,0.0,2,1
39628,Ghana,2,21553.77451876396,1,23.0,2,4,2.0,1.0,1,2,1,1,2.0,2,2,4,2.0,2,2,1.0,1,1,0.0,2,1
39631,Ghana,2,13005.182481658365,2,27.0,2,3,1.0,2.0,1,1,1,1,2.0,2,1,1,1.0,1,4,1.0,1,1,1.0,2,1
39632,Ghana,2,6005.43322477047,2,30.0,2,5,1.0,2.0,1,2,1,1,2.0,2,2,1,1.0,1,2,1.0,1,1,0.0,2,1
39633,Ghana,2,12408.25719579466,2,32.0,2,5,1.0,1.0,1,2,1,1,2.0,2,2,1,1.0,1,4,1.0,1,1,0.0,2,1
39634,Ghana,2,8029.48955233235,2,28.0,2,5,1.0,2.0,1,2,1,1,2.0,2,2,7,2.0,2,2,1.0,1,1,0.0,2,1
39642,Ghana,2,24739.423562261265,1,50.0,2,3,1.0,1.0,1,2,2,2,2.0,1,1,4,1.0,1,2,1.0,1,1,0.0,2,1
39645,Ghana,2,12056.298406794696,2,38.0,3,4,1.0,2.0,1,2,1,1,2.0,2,1,1,1.0,1,2,1.0,1,1,0.0,2,1
39646,Ghana,2,19171.086210150726,2,24.0,1,3,1.0,2.0,1,2,1,1,1.0,2,1,1,2.0,2,2,1.0,1,2,0.0,2,1
39652,Ghana,2,11136.534848216126,2,21.0,2,5,1.0,1.0,1,1,2,2,2.0,2,1,1,2.0,1,2,1.0,1,1,1.0,2,1
39659,Ghana,2,9197.548617921539,2,48.0,3,5,1.0,1.0,1,2,1,2,2.0,1,2,4,2.0,1,2,1.0,1,2,0.0,2,1
39661,Ghana,2,20354.955197352323,1,20.0,2,4,1.0,2.0,1,2,2,1,1.0,2,2,2,2.0,1,2,1.0,1,1,0.0,2,2
39665,Ghana,2,41439.110644326836,2,45.0,1,3,1.0,2.0,1,2,2,2,2.0,2,1,4,2.0,1,2,1.0,1,2,0.0,2,2
39666,Ghana,2,12007.540110729647,1,31.0,3,4,1.0,1.0,1,2,1,1,2.0,2,2,1,1.0,1,2,1.0,1,1,0.0,2,1
39667,Ghana,2,5984.130798730131,1,30.0,2,5,1.0,2.0,1,1,1,1,2.0,2,2,1,2.0,1,4,1.0,1,1,1.0,2,1
39672,Ghana,2,28123.572429313353,2,20.0,2,4,1.0,2.0,1,2,2,1,2.0,2,1,1,2.0,2,2,1.0,1,1,1.0,2,1
39675,Ghana,2,15750.531409008974,2,32.0,2,5,1.0,2.0,1,2,1,1,2.0,2,2,3,2.0,1,2,1.0,1,1,0.0,2,1
39678,Ghana,2,7724.801051418293,2,29.0,2,5,1.0,2.0,1,2,2,1,2.0,2,1,3,2.0,2,1,1.0,1,1,0.0,2,1
39687,Ghana,2,34060.3610526926,2,21.0,2,4,1.0,2.0,1,2,1,2,2.0,2,2,1,2.0,2,4,1.0,1,1,0.0,2,1
39690,Ghana,2,31055.32605928743,2,45.0,2,4,1.0,2.0,1,1,1,1,2.0,2,1,2,1.0,1,2,1.0,1,1,1.0,2,1
39691,Ghana,2,11399.738136777582,1,27.0,3,4,1.0,2.0,1,2,2,1,2.0,2,1,1,1.0,1,4,1.0,1,1,0.0,2,1
39692,Ghana,2,13005.182481658365,2,29.0,2,4,1.0,2.0,1,2,2,1,2.0,2,1,1,2.0,1,2,1.0,1,1,1.0,2,1
39694,Ghana,2,6854.476005505187,2,35.0,2,5,1.0,1.0,1,1,2,2,2.0,2,2,5,2.0,1,1,1.0,1,2,1.0,2,1
39698,Ghana,2,17036.998114631002,2,40.0,2,3,1.0,2.0,1,2,1,1,2.0,2,2,2,1.0,1,4,1.0,1,2,0.0,2,1
39699,Ghana,2,14590.296393162545,2,31.0,3,5,1.0,2.0,1,1,1,1,2.0,1,1,1,1.0,1,1,1.0,1,1,1.0,2,1
39700,Ghana,2,6160.195934152042,1,27.0,3,5,2.0,2.0,1,2,1,1,1.0,2,2,3,1.0,1,2,1.0,1,1,1.0,2,1
39702,Ghana,2,15490.441294178174,2,21.0,2,3,1.0,1.0,1,2,2,2,2.0,2,2,3,2.0,1,2,1.0,1,1,0.0,2,1
39703,Ghana,2,6365.810105960002,2,26.0,2,5,1.0,2.0,1,2,2,2,2.0,2,1,7,2.0,1,2,1.0,1,2,1.0,2,1
39709,Ghana,2,7199.99179179046,2,27.0,2,5,1.0,2.0,1,2,2,2,2.0,1,2,4,2.0,1,2,1.0,1,1,0.0,2,1
39714,Ghana,2,19120.65308688059,2,45.0,2,5,1.0,2.0,1,2,1,1,2.0,2,2,1,2.0,2,2,1.0,1,1,0.0,2,1
39716,Ghana,2,12320.46031581434,1,25.0,2,4,1.0,2.0,1,2,2,2,2.0,2,1,2,2.0,1,2,1.0,1,1,0.0,2,1
39725,Ghana,2,5984.130798730131,2,26.0,2,5,1.0,1.0,1,2,2,1,2.0,2,1,1,2.0,1,1,1.0,1,1,0.0,2,1
39726,Ghana,2,13964.587217435048,2,37.0,2,4,1.0,1.0,1,2,2,1,2.0,2,1,7,2.0,1,2,1.0,1,1,0.0,2,2
39730,Ghana,2,12270.369439197098,2,24.0,2,3,1.0,1.0,1,2,1,2,1.0,2,2,1,2.0,2,2,1.0,1,1,0.0,2,1
39731,Ghana,2,73623.01291652926,2,56.0,1,2,1.0,1.0,0,2,2,2,2.0,2,2,2,2.0,2,4,1.0,2,2,0.0,2,1
39732,Ghana,2,10351.775353095816,2,53.0,2,5,1.0,2.0,1,2,1,1,2.0,2,2,1,1.0,1,1,1.0,1,1,0.0,2,1
